"videoId","title","author","viewCount","likes","dislikes","tags","lengthSeconds","ImageClasses","TextDensity","Liveliness","SubjectSize","BGLightingRatio","Brightness","BGColorSimplicity","VoiceFrequencies","NonVoiceFrequencies","IsEducational"
"W2sIvBq2iAk","zero factorial, why 0! should be 1, 4 reasons","blackpenredpen",28217,907,24,"[""zero factorial"",""why is 0! =1"",""0!=1"",""gamma function"",""pi function"",""power series"",""blackpenredpen"",""math for fun"",""0^0 convention"",""defintion of 0!"",""permutation of 0 things"",""power series for zero factorial"",""0 factorial"",""factoreo""]",777,"{""punching_bag"":0.7350415,""menu"":0.72531337,""abaya"":0.45240742,""shower_curtain"":0.7361656}","0.0005900851620007594","1.4612904430439022","0.22420344113959045","0.22129816534532834","150.83083445244114","0.7793016004898837","8.020873338977564","0.7285594344139099",1
"AqcMAn10448","MATEMATICA - PRIMITIVE E INTEGRALI INDEFINITI","Gianna M. Farnocchia",4152,51,2,"[""matematica"",""Primitivi e indefiniti"",""abilatest"",""lezioni gratis"",""lezioni online"",""matematica 5 anno"",""matematica classe 5"",""lezioni matematica"",""matematica liceo scientifico"",""licei""]",544,"{""menu"":0.6016422,""web_site"":0.46873587}","0.00000000000","0.01072120611757964","0.1940538642923207","0.20441771072113107","168.06337715967425","0.731103292631395","19.157705186603657","2.047492027282715",1
"oZHWnEtVafg","UniNettuno - Fondamenti di Informatica 1 - Lezione 23","SamOfNettuno",3586,5,0,"[""UniNettuno"",""Fondamenti"",""Informatica"",""Lezione"",""23""]",3163,"{""harmonica"":0.50877804,""book_jacket"":0.61738247,""envelope"":0.53497416,""marimba"":0.91358674,""grand_piano"":0.50757855,""screen"":0.6371219,""screwdriver"":0.47328192,""jigsaw_puzzle"":0.8243479,""cash_machine"":0.54938287,""web_site"":0.782811}","0.05391925041828","3.090148425434911","0.20530909751585594","0.22379913882034533","153.02022882531708","0.6464828994890767","6.8619251585890595","0.6381864547729492",1
"QlSShPVcxfg","Dragon Ball Xenoverse 2 : Goku Transforms Into Ultra Instinct Complete Story DLC (Japanese Voices)","DBZanto Z",1393225,11264,891,"[""Dragon Ball Xenoverse 2 Art Box Cover"",""Dragon Ball Super"",""DLC"",""Xenoverse 2 Gameplay"",""XENOVERSE 2"",""DRAGON BALL FighterZ"",""Perfect Ultra Instinct Goku Xenoverse 2"",""Perfect Ultra Instinct Goku"",""Super Saiyan White"",""Master Ultra Instinct Transformation"",""Extra Pack 2 DLC"",""DLC Pack 6"",""Limit Breaker Goku"",""Dual Ultimate Attack"",""Xenoverse 2 Ultra Instinct Transformation"",""Dragon Ball Xenoverse 2 : Goku Transforms Into Ultra Instinct Complete Story DLC (Japanese Voices)""]",802,"{""fountain"":0.97904587,""theater_curtain"":0.8575173,""jellyfish"":0.8708513,""stage"":0.9566735,""bubble"":0.45644405,""candle"":0.79184306,""torch"":0.6536254,""bow"":0.45248336,""cocktail_shaker"":0.48552176,""perfume"":0.55450124,""mask"":0.672111}","0.00016936203223721525","3.444356472010832","0.21507127301934267","1.0818839238737625","63.67408506737437","0.5398211239732378","20.698502415670053","2.3155531883239746",0
"-zCsllWJ3A8","Review: 13-inch MacBook Pro (Without Touch Bar): Is it worth a look?","9to5Mac",1042159,5918,462,"[""9to5Mac"",""2016 MacBook Pro"",""2016 MacBook Pro Review"",""MacBook Pro Review"",""MacBook Pro with Function Keys"",""MacBook Pro with Two Thunderbolt ports"",""MacBook Pro Thunderbolt 3"",""MacBook Pro Wide Color"",""MacBook Pro worth it"",""Entry Level MacBook Pro"",""Should I buy a MacBook Pro"",""Is the MacBook Pro a rip off"",""2016 MacBook Pro Hands-on"",""New MacBook Pro Review"",""New MacBook Pro Unboxing"",""2016 MacBook Pro Unboxing""]",973,"{""home_theater"":0.95307046,""digital_clock"":0.47151712,""birdhouse"":0.7565407,""photocopier"":0.56713516,""dishwasher"":0.47567496,""trimaran"":0.54608846,""iPod"":0.8087418,""perfume"":0.7184072,""lab_coat"":0.7038859,""cleaver"":0.66262347,""mouse"":0.50747037,""envelope"":0.7406144,""computer_keyboard"":0.5080291,""modem"":0.5919298,""refrigerator"":0.6121537,""cash_machine"":0.6887023,""spindle"":0.5001303,""web_site"":0.9842169,""notebook"":0.75527227}","0.0913912777793345","0.8535740358407418","0.18880166799574688","0.22154838197193116","136.33349836772348","0.789231448946704","27.79222007157302","1.566223382949829",0
"fK8LrzzC4-8","Marco Mengoni - Guerriero (Videoclip)","MarcoMengoniVEVO",75031689,341553,17658,"[""Marco Mengoni"",""MarcoMengonivevo"",""vevo"",""official"",""video"",""music video"",""hq"",""single"",""album"",""Guerriero"",""Parole in circolo"",""pop"",""Pop"",""RCA Label Group/RLG""]",331,"{""palace"":0.52151763,""fountain"":0.86349905,""punching_bag"":0.46325675,""television"":0.5302948,""sliding_door"":0.67876303,""church"":0.83096176,""neck_brace"":0.6873997,""tripod"":0.70644075,""lakeside"":0.46496317,""dam"":0.7254877,""theater_curtain"":0.55429834,""traffic_light"":0.6614596,""bannister"":0.6060049}","0.003074132986175491","0.296067243319932","0.2004794443307255","0.6265928778114083","51.70302897372339","0.6443367572249518","76.64216338304904","5.45916748046875",0
"UojBaKX5Vz4","Eros Ramazzotti - La Cosa Mas Bella (Più Bella Cosa) (videoclip)","ErosRamazzottiVEVO",171912975,396862,24410,"[""Eros Ramazzotti"",""ErosRamazzottivevo"",""vevo"",""official"",""video"",""music video"",""hq"",""single"",""album"",""La Cosa Mas Bella"",""Più Bella Cosa"",""La Cosa Mas Bella (Più Bella Cosa)"",""Pop"",""Sony BMG Music Entertainment""]",266,"{""car_mirror"":0.62594986,""cliff"":0.5482754,""cliff_dwelling"":0.94984186,""harp"":0.6736033,""wreck"":0.98877114,""dam"":0.6460055,""jeep"":0.542308,""unicycle"":0.73679334,""traffic_light"":0.57474035,""African_hunting_dog"":0.8434185,""triceratops"":0.6982708,""cowboy_hat"":0.7818977,""toaster"":0.70191115,""crutch"":0.63124484,""acoustic_guitar"":0.91751367,""trailer_truck"":0.9790652,""bicycle-built-for-two"":0.51658326,""tow_truck"":0.7836359,""violin"":0.5764337,""snowplow"":0.5237781,""torch"":0.49880797,""ambulance"":0.7400593,""abaya"":0.6252327,""guillotine"":0.76570636,""geyser"":0.6389845,""seat_belt"":0.4584072,""academic_gown"":0.5374609,""apiary"":0.7751331,""cello"":0.5065335,""butcher_shop"":0.73476785,""monastery"":0.4842854,""four-poster"":0.8553923,""Greater_Swiss_Mountain_dog"":0.514307,""suit"":0.5378091,""electric_guitar"":0.5205559,""school_bus"":0.51795745,""lumbermill"":0.60084265}","0.004153567265813331","0.7217245853308475","0.2012881648516413","0.2695664936461032","126.6856717500526","0.6901270912247485","72.5895786850776","4.91925048828125",0
"Ev-QpxN8wPo","(4:57.260) Super Mario Bros. any% speedrun *Former World Record*","darbian",3556658,27272,1119,"[""twitch"",""games"",""Mario"",""Super Mario Bros"",""Speedrun""]",416,"{""oscilloscope"":0.632626,""monitor"":0.5215805,""scoreboard"":0.9916535,""web_site"":0.8790674}","0.00000000000","2.4818796490649024","0.2235066750949202","0.5969287143956057","98.2764164034542","0.6653357390678185","21.9856267930748","1.37417471408844",0
"i5gxEhNDYls","Ali Nesin- 0! (Sıfır Faktöriyel) Neden 1'e Eşittir","Pisagor Matematik Evi",437627,8390,304,"[""belirsizlik"",""tanımsızlık"",""belirsiz"",""tanımsız"",""ali nesin"",""mustafa yağcı"",""haluk memili"",""pisagor matematik evi"",""nesin matematik köyü"",""nmk"",""matematik"",""geometri"",""derin matematik"",""kümeler kuramı"",""0!"",""sıfır faktöriyel"",""0 üzeri 0"",""sıfır üzeri sıfır"",""sıfırıncı kuvvet"",""lys"",""ygs"",""yöks"",""yks"",""teog"",""lise"",""ispat"",""matematiksel ispatlar"",""eğitim"",""öğretim"",""lisans dersleri"",""teog dersleri"",""özel ders"",""özel okul"",""özel üniversite"",""ders videoları"",""ortaöğretim matematik"",""lise matematik"",""teog matematik""]",558,"{""book_jacket"":0.84308314,""rotisserie"":0.6407406,""stage"":0.85326135,""marimba"":0.88089776,""torch"":0.6204156,""brass"":0.6268543,""menu"":0.5926074,""balance_beam"":0.67968625,""guillotine"":0.47059384,""lab_coat"":0.58050114}","0.00026642369205786995","0.00000000000","0.2183599747954103","0.2083946349372041","116.98890932147971","0.7257430641240621","37.6776850845753","4.069088935852051",1
"NTe1FQY9gn0","Integrali indefiniti (secondo step, goniometrici ed esponenziali)","Claudio Desiderio",9776,107,2,"[""integrali indefiniti"",""integrali goniometrici"",""integrali immediati"",""integrali di funzioni esponenziali"",""integrali con funzioni circolari inverse"",""flipped math"",""www.claudiodesiderio.wordpress.com""]",998,"{""oscilloscope"":0.97889894,""comic_book"":0.4592937,""menu"":0.8030018,""web_site"":0.9194153}","0.20535344336933728","2.5218664340359074","0.1844226802188113","0.25050410338680573","205.97125151565243","0.8122064577700729","6.964585666253515","0.7060548067092896",1
"alQ1hlfNI_o","Corso sulle banche dati parte 01 - introduzione","Nicola Jelmorini",9268,42,4,"[""Linux"",""Ubuntu operating system"",""Libreoffice Base"",""Database""]",1299,"{""web_site"":0.9981698}","0.00000000000","0.00000000000","0.16354007523148145","0.05631925102613983","218.5037298032409","0.605295688657408","6.595930559094133","0.7793151140213013",1
"YpcrlbmWgb8","How to Properly Wrap Your MacBook Power Cord to Avoid Damaged or Fraying","TheMacGuy",48422,441,13,"[""macbook"",""macbook air"",""macbook pro"",""Broken Power Cord"",""Avoid broken power cord"",""avoid broken macbook power cord"",""How to"",""properly wrap"",""the right way"",""to wrap"",""macbook power cord"",""macbook pro power cord"",""Mac"",""tip"",""tutorial"",""trick"",""tips"",""tricks"",""tutorials"",""steve the mac guy"",""stevethemacguy"",""mac guy"",""macguy"",""Apple"",""OS X (Operating System)"",""Mac OS (Operating System)"",""lost ipad recovery"",""ios"",""ios tip""]",175,"{""digital_clock"":0.76691824,""mouse"":0.54065716,""odometer"":0.524658,""television"":0.5133508,""monitor"":0.48174465,""iPod"":0.4989026}","0.009757452832428824","4.554095742854983","0.19880687388953894","0.16318992607167826","121.77126833615013","0.7634954132540309","23.04132324564716","2.0277979373931885",0
"igNgYtGYjys","Giusy Ferreri - Volevo te (Videoclip)","GiusyFerreriVEVO",39982859,143261,8680,"[""Giusy Ferreri"",""GiusyFerrerivevo"",""vevo"",""official"",""video"",""music video"",""hq"",""single"",""album"",""Volevo te"",""Top Hits 2016"",""pop"",""Pop"",""RCA Records Label""]",170,"{""fountain"":0.83457875,""alp"":0.8873268,""seashore"":0.46477455,""spotlight"":0.6681804,""geyser"":0.61726654}","0.0019782666563102477","0.2949504916662789","0.19432021219552442","0.7874718056478525","64.26354404772617","0.6750849353926691","98.63442999280558","10.805399894714355",0
"NAx_gFh9BxY","107 Facts About Paper Mario! - Super Coin Crew","Super Coin Crew",408565,4019,225,"[""Super Mario Maker"",""Mario Maker"",""Super Coin Crew"",""107 Facts"",""Nintendo Facts"",""Let's Play"",""Let's-a-play"",""Super Mario"",""Super Mario Bros. (Video Game)"",""Super Mario World (Video Game)"",""New Super Mario Bros. U (Award-Winning Work)"",""Nintendo"",""Let's Play Nintendo"",""Mario"",""107 Facts Nintendo"",""107 Facts About"",""Top 10"",""107"",""Facts"",""Tooned Up"",""You Didn't know"",""107 Facts about Paper Mario"",""107 mario"",""paper mario"",""nintendo 64"",""mario story"",""super mario maker"",""super paper mario"",""107 paper mario""]",1239,"{""fountain"":0.77728325,""pill_bottle"":0.47870433,""oscilloscope"":0.96744686,""church"":0.6617983,""apron"":0.76846445,""throne"":0.7124079,""slot"":0.9974317,""sarong"":0.47936842,""lab_coat"":0.9159212,""toyshop"":0.6997323,""tench"":0.5708548,""altar"":0.89617246,""bubble"":0.46900252,""pool_table"":0.4601915,""wine_bottle"":0.4924834,""traffic_light"":0.7502409,""picket_fence"":0.6422134,""scoreboard"":0.5514065,""cinema"":0.685792,""shower_curtain"":0.8309199,""Band_Aid"":0.64394873,""vending_machine"":0.6321622,""shoe_shop"":0.54192466,""birdhouse"":0.60739076,""barrel"":0.89891016,""book_jacket"":0.4974598,""airship"":0.50618684,""crib"":0.626974,""television"":0.48143554,""packet"":0.65996176,""balance_beam"":0.68141246,""maraca"":0.7875878,""jigsaw_puzzle"":0.62264806,""street_sign"":0.66181546,""parachute"":0.76096493,""mailbox"":0.6094121,""rapeseed"":0.5274456,""remote_control"":0.49592113,""comic_book"":0.7028787,""bottlecap"":0.79796076,""jack-o'-lantern"":0.80343395,""fur_coat"":0.5113589,""paddlewheel"":0.48966923,""beer_bottle"":0.45383245,""web_site"":0.88433295}","0.011657182776111906","2.212181875399467","0.20005647050486838","0.278815931910942","152.34788087630912","0.5527888030212085","11.70502398056145","2.2407960891723633",0
"zyQtN7Zbi-c","An example that 0^0 does NOT approach 1","blackpenredpen",156132,2056,158,"[""0^0 is NOT 1"",""what's 0 to the 0 power"",""0^0"",""blackpenredpen"",""math for fun"",""calculus limit"",""interesting calculus problem"",""evaluating indeterminate form"",""l'hospital's rule""]",471,"{""kimono"":0.8594307,""torch"":0.67191464,""pajama"":0.79865915,""shower_curtain"":0.52585006,""stethoscope"":0.86670995}","0.004189654375068875","4.207570426694809","0.22718250634707304","0.2314371862201233","166.43913359655016","0.7091058607750897","11.29039035098606","0.9612314701080322",1
"8P13-6Qt89k","Teorema della Media","francesco petracca",2166,8,3,"[""Teorema della Media""]",402,"{""oscilloscope"":0.6625505,""menu"":0.5840975}","0.00000000000","0.00000000000","0.20563422953981145","0.6496779860094107","54.60119876697313","0.8664967209541925","26.87167143508016","2.680359125137329",1
"vOs19Lr8qaI","UniNettuno - Basi di dati - Lezione 7","SamOfNettuno",2668,1,1,"[""ingegneria"",""uninettuno"",""nettuno"",""basi"",""di"",""dati""]",2528,"{""home_theater"":0.6125311,""bookshop"":0.71423393,""cash_machine"":0.9368422}","0.148958544621208","3.1126148255461383","0.21350551280979074","0.3026008158548536","121.24768420208576","0.6997900244975052","6.532292766795935","0.5848586559295654",1
"4NGlnpZfXII","Dragon Ball Xenoverse 3 - | FULL ROSTER | ALL CHARACTERS [PROTOTYPE / CONCEPT] Xenoverse 2 Mods","GOWBuuzer",138863,1976,211,"[""dragon ball"",""DBZ"",""GT"",""super"",""AF"",""movie"",""OAV"",""episode"",""goku"",""vegeta"",""frieza"",""cell"",""majin buu"",""baby"",""gogeta"",""vegito"",""zamasu"",""goku black"",""ssj rose"",""beerus"",""bills"",""whis"",""vados"",""champa"",""hit"",""jiren"",""toppo"",""dyspo"",""zeno"",""zeno-sama"",""daishinkan"",""super saiyan"",""ssj"",""god"",""blue"",""kaioken"",""ultra instinct"",""limit breaker"",""PS4"",""PC"",""xenoverse 2"",""DLC"",""PSP"",""tenkaichi tag team"",""PS2"",""budokai tenkaichi 3"",""gameplay"",""trailer"",""hack"",""mod"",""texture"",""download"",""leaked""]",2662,"{""scoreboard"":0.9110212,""slot"":0.5766712,""vending_machine"":0.829069}","0.00000000000","4.703958048798522","0.2391375014667604","0.5577945015094667","89.3353407384739","0.37760842693932445","49.29555135611337","3.870222806930542",0
"7bL4dmUdddI","Top 5 MacBook Air Accessories  2017","Atomic Tech",70119,575,59,"[""MacBook"",""MacBook Air"",""Top 5"",""Top"",""Accessories"",""Cool"",""Tech"",""AirBar"",""OmniCharge"",""KickFlip"",""TarDisk"",""Odin Aurora""]",445,"{""fountain"":0.8715458,""jellyfish"":0.5352932,""printer"":0.6677995,""sewing_machine"":0.5696882,""Polaroid_camera"":0.7035918,""monitor"":0.58169454,""lab_coat"":0.58469576,""mouse"":0.65335053,""ashcan"":0.69263566,""theater_curtain"":0.6258414,""computer_keyboard"":0.4958461,""loudspeaker"":0.5051906,""projector"":0.4663894,""backpack"":0.5489634,""jack-o'-lantern"":0.7347682,""modem"":0.7014744,""traffic_light"":0.9444618,""cash_machine"":0.48642746,""Band_Aid"":0.92855114,""web_site"":0.58462757,""notebook"":0.8275023,""shoe_shop"":0.85061574}","0.015487661576976211","0.4947020334655506","0.17939707549368583","0.48266182394096135","135.93874747065428","0.7291097861842096","29.601866753458943","2.1105198860168457",0
"GfxzDd1wNxs","iPhone X Space Grey - Unboxing & Setup","Stefano Giove",219637,1376,207,"[""iphone"",""apple"",""iphone 10"",""iphone x"",""camera"",""speed"",""test"",""battery"",""unboxing"",""air pods"",""sticker"",""resistant"",""stainless"",""steel"",""scratch test"",""burn"",""bend"",""iphone 8"",""samsung"",""ipad"",""galaxy"",""s8"",""note 8"",""essential"",""phone"",""turn of"",""face id"",""works"",""ram"",""management"",""ios"",""ios 11"",""ios 12"",""11.1"",""bezel"",""11.2"",""glitch"",""bug"",""freeze"",""stefano"",""giove"",""product red"",""red"",""iPhone X red"",""cover"",""2018"",""iOS 12""]",289,"{""carton"":0.85273886,""lighter"":0.4989148,""Polaroid_camera"":0.5798905,""iPod"":0.490976,""cleaver"":0.9874949,""switch"":0.73540884,""pay-phone"":0.8983651,""syringe"":0.46639705,""remote_control"":0.9764397,""turnstile"":0.47652513,""slide_rule"":0.5182051,""cash_machine"":0.716088,""Band_Aid"":0.63501674}","0.004400577476108595","2.1354237634082174","0.1834321066160638","0.078719508310025","150.5663741252153","0.7023766856427632","31.21026510694917","1.6609715223312378",0
"E8xXtoIm76s","Top 5 Speedruns To Watch To Get Into Speedrunning (feat. Razbuten)","Snoman Gaming",1171073,13146,506,"[""speedrun"",""speedruns"",""speedrunning"",""speed run"",""speed runs"",""speed running"",""top 5 speedruns"",""top 10 speedruns"",""top 10 speed runs"",""top 5 speed runs"",""best speed runs"",""best speedruns"",""cosmo"",""cosmo speedrun"",""cosmo speed run"",""f zero speedrun"",""f zero gx speed run"",""f zero gx speedrun"",""f zero speed run"",""super mario 64 speedrun"",""super mario 64 speed run"",""super mario world speedrun"",""super mario world speed run"",""video game speedrun"",""video game speed run"",""video game speedruns"",""agdq"",""sgdq""]",538,"{""book_jacket"":0.67529625,""digital_clock"":0.5426962,""pinwheel"":0.7676549,""fountain"":0.5617882,""nematode"":0.53506917,""rotisserie"":0.979238,""oscilloscope"":0.54660934,""prayer_rug"":0.7700647,""slot"":0.55950695,""envelope"":0.6879107,""street_sign"":0.59977484,""stage"":0.47929698,""bubble"":0.7443849,""bookshop"":0.48314184,""scoreboard"":0.99369353,""cinema"":0.53946257,""electric_guitar"":0.49486008,""microphone"":0.5500789,""web_site"":0.99677926}","0.002494881118426","3.1908379965608225","0.21207645781468357","0.6195696814307619","82.49370865134728","0.6274752515450298","40.211815393620476","2.1397478580474854",0
"elvOZm0d4H0","Infinity is bigger than you think - Numberphile","Numberphile",5755338,68051,3290,"[""numberphile"",""number phile"",""number"",""numbers"",""maths"",""mathematics"",""mathematical"",""numerals"",""count"",""counting""]",479,"{""syringe"":0.8283528,""envelope"":0.97380686,""pinwheel"":0.53859293,""carton"":0.59750235,""fountain_pen"":0.56318784,""rule"":0.60344756,""suit"":0.638369,""menu"":0.46111456}","0.008427066436103428","0.09612702185574944","0.1814590112075201","0.1521385973473233","183.43002613581626","0.7131444935903237","14.025513070519047","0.8196155428886414",1
"cpCXLf9E1Ic","Integrali indefiniti (primo step)","Claudio Desiderio",26727,375,7,"[""Claudio Desiderio"",""Desiderio Claudio"",""Integrali indefiniti"",""Integrali"",""Integrali immediati""]",1357,"{""oscilloscope"":0.97425205,""menu"":0.7660114,""web_site"":0.9360834}","0.2442727068041455","3.0475125697771213","0.19761009363985652","0.10914045833333214","196.91362750922093","0.7444085952095485","6.567449536023185","0.686983585357666",1
"yNBMjrWXZEg","UniNettuno - Fondamenti di Informatica 1 - Lezione 13","SamOfNettuno",5540,12,1,"[""uninettuno"",""fondamenti"",""informatica""]",2659,"{""cash_machine"":0.7695446}","0.16198235330683847","0.00000000000","0.22552369255426627","0.22330966952823217","99.45166939595603","0.6195558575194826","12.530966238800255","1.3047367334365845",1
"C3ddWloPyPA","Macbook Air Basics - Mac Manual Guide for Beginners - new to mac","Tech & Design",266215,1547,97,"[]",1128,"{""dam"":0.60596126,""barn"":0.7342338,""traffic_light"":0.8148417,""scoreboard"":0.75671446,""cash_machine"":0.72222495,""web_site"":0.9680187,""switch"":0.9180402}","0.01101441272126624","1.9522075189383765","0.2002282193969162","0.19677975620237004","172.02829596733733","0.6429525738012255","34.951520547681106","2.0119214057922363",0
"jFxtn_BQauk","Nek - Fatti avanti amore (Official Video) [Sanremo 2015]","Warner Music Italy",22726375,118182,3961,"[""video"",""video ufficiale"",""official video"",""official"",""ufficiale"",""videoclip"",""Warner"",""Warner Music"",""Music"",""WMI"",""Warner Music Italia"",""Warner Music Italy"",""nuovo"",""new"",""nuovo singolo"",""singolo"",""nuovo video"",""album"",""nuovo album"",""ultimo singolo"",""ultimo album"",""nek"",""fatti avanti amore"",""sanremo"",""festival sanremo"",""festival di sanremo"",""sanremo 2015"",""san remo"",""Sanremo Music Festival (Recurring Event)"",""filippo neviani"",""neviani"",""Sanremo Music Festival 2015""]",231,"{""tub"":0.5726337,""groom"":0.6088871,""fountain"":0.9812641,""nail"":0.45553342,""sliding_door"":0.53852767,""neck_brace"":0.54656184,""rule"":0.53160346,""window_shade"":0.6994039,""scuba_diver"":0.5245264,""balance_beam"":0.67133546,""parallel_bars"":0.4713108,""seat_belt"":0.58086014,""lab_coat"":0.5439183,""geyser"":0.5426209,""butcher_shop"":0.49955112,""syringe"":0.63682175,""swing"":0.75677204,""slide_rule"":0.7625624,""bathing_cap"":0.6142023,""picket_fence"":0.7331993,""bannister"":0.73564404,""prison"":0.70066607,""web_site"":0.70246786}","0.0019854272856374222","0.46109936229701737","0.2080554860740545","0.3422555899418029","111.23136198101946","0.7656790519758686","108.49150327202561","9.304893493652344",0
"FNofmHUX81c","Yoshi's Island Glitched% by Carlsagan42 - AGDQ 2014","ScottyWZ",360222,4646,133,"[]",743,"{""scoreboard"":0.86359006,""web_site"":0.98941493}","0.0014831400240441237","4.542090738141859","0.22773758580008582","0.6141842320396279","77.19184538891575","0.5371327555233815","6.9822271742403865","0.9688740968704224",0
"uJ-c54cgDos","Scomposizioni con la regola di RUFFINI Grave scossa di terremoto durante la lezione!","Prof. Mario Antonuzzi",7805,190,12,"[""Geometria analitica"",""circonferenza"",""centro"",""diametro"",""raggio"",""parabola"",""direttrice"",""asse"",""fuoco"",""vertice"",""ellisse"",""iperbole"",""asintoto"",""asintoti"",""esponenziale"",""esponenziali"",""logaritmo"",""logaritmi"",""naturali"",""base"",""pura"",""spuria"",""spurie"",""monomie"",""pure"",""complete"",""ripasso"",""spiegazione"",""svolgimento"",""matematica"",""esercizi"",""scuola"",""salmo"",""sferaebasta"",""fedez"",""antonuzzi"",""frisina"",""lezione"",""lezioni"",""real"",""studenti"",""studente"",""alunni"",""alunno""]",2783,"{""book_jacket"":0.7485145,""punching_bag"":0.51930416,""jean"":0.52377}","0.003068710309880632","1.6899128763826654","0.22478152197810516","0.2658820411907877","106.00495579645037","0.694877685665331","9.568125657884574","1.763063669204712",1
"3OK0w9f_aFg","UniNettuno - Basi di dati - Lezione 4","SamOfNettuno",4526,12,2,"[""ingegneria"",""uninettuno"",""nettuno"",""basi"",""di"",""dati""]",2604,"{""screen"":0.46798152,""menu"":0.6784222,""cash_machine"":0.95435286}","0.16580079652745755","2.5003649005062503","0.21212487844579725","0.3561462472669095","104.8196633054287","0.662273602655167","6.890568058436361","0.6076025366783142",1
"JT912hDAPro","5 Best Accessories for New MacBook Pro","Incredibles !",168978,1191,169,"[""macbook accessories"",""macbook pro accessories"",""accessories for macbook pro"",""apple macbook pro accessories"",""apple macbook accessories"",""imac accessories"",""macbook pro 2016"",""macbook"",""macbook 2016"",""macbook pro accessories 2016"",""apple macbook 2016"",""apple"",""macbook pro accessories to buy"",""best macbook pro accessories"",""macbook pro 2016 review"",""macbook pro 16 accessories"",""apple macbook"",""macbook pro 16 usb hub"",""macbook pro 16 stand"",""macbook pro"",""2016 macbook pro"",""incredibles"",""macbook 1tb""]",304,"{""plane"":0.55630606,""digital_clock"":0.8244848,""car_mirror"":0.4633692,""nematode"":0.8265719,""printer"":0.45552352,""dumbbell"":0.7917132,""matchstick"":0.7288764,""lab_coat"":0.51947415,""switch"":0.6910462,""hatchet"":0.7439612,""envelope"":0.5318643,""mousetrap"":0.45714813,""projector"":0.81398124,""turnstile"":0.7528686,""desktop_computer"":0.6484993,""modem"":0.4556732,""suit"":0.51494193,""ballpoint"":0.67044073,""notebook"":0.7315639,""mosquito_net"":0.5474473,""shoe_shop"":0.85814345}","0.04291346468181929","1.3966273350460474","0.18407068338326812","0.38600512774793133","141.3963355390364","0.7374491106059542","47.283484281951665","2.3041489124298096",0
"jpZWQ8ebTuA","Macbook Air Unboxing & Review - What You Should Know!","StuffYouShouldBuy",936643,3589,534,"[""Apple"",""Macbook"",""Air"",""2012"",""2013"",""Review"",""unboxing"",""unbox"",""retail"",""pro"",""vs"",""11"",""13"",""inch"",""new"",""therapy"",""tpp7tstlpodcasoosyuu"",""Mac"",""cover"",""sleeve"",""refurbished"",""ssd"",""case"",""used"",""sale"",""update"",""cheap"",""free"",""bag"",""prices"",""superdrive"",""discount"",""refresh"",""battery"",""skin"",""ports"",""usb"",""3.0"",""accessories"",""specs"",""buy"",""next"",""book"",""MacBook Air (Computer)"",""Battery (electricity)"",""Mac OS (Operating System)""]",504,"{""envelope"":0.6802667,""printer"":0.6413581,""dishwasher"":0.56114703,""diaper"":0.74974436,""cellular_telephone"":0.5491506,""iPod"":0.90218633,""lab_coat"":0.6417322,""cleaver"":0.9705396,""notebook"":0.87504786,""switch"":0.7992901}","0.0043128959154014835","2.5957016167834372","0.17780611970771548","0.22001827107380795","170.2898103835898","0.7182831766803679","6.883249243349882","0.38092344999313354",0
"lw3c5d3aBSE","Il Volo - 'O Sole Mio","IlVoloVEVO",38776462,195578,7643,"[""Il"",""Volo"",""'O"",""Sole"",""Mio"",""Rentor"",""Geffen"",""Records"",""Pop""]",217,"{""trench_coat"":0.70080113,""monastery"":0.58113486,""fountain"":0.4967837,""groom"":0.45670247,""punching_bag"":0.55724597,""dumbbell"":0.5496995,""torch"":0.69296104,""suit"":0.7962396,""microphone"":0.47232386,""stethoscope"":0.62347555}","0.0030923604045517586","0.00000000000","0.19157118545982424","0.6372548277903791","57.59638742251255","0.7330370615583808","32.9153249756251","2.0951685905456543",0
"nsTMPkPCQzA","Best Moments In Blindfolded Speedruns #3","EZScape",422097,3500,211,"[""Best"",""Moments"",""Blindfold"",""Blindfolded"",""Super Mario 64"",""SM64"",""any%"",""speedrun"",""Biggest"",""Skips"",""Glitches"",""Glitch"",""Speedrunning"",""Top 10"",""Banjo"",""Spyro"",""Crash"",""Jak and Daxter"",""Legend of Zelda"",""Link's Awakening"",""Super"",""Mario"",""World"",""Donkey"",""Kong"",""64"",""Sonic"",""06"",""Meat"",""Boy"",""Pokemon"",""Dark"",""Souls"",""Legend of Dragoon"",""Pokemon Stadium 2"",""Xenogears"",""Dragon Quest"",""Final"",""Fantasy"",""Gran Turismo"",""ezscape"",""luckiest pokemon moments""]",599,"{""slot"":0.569592,""scoreboard"":0.89986837,""web_site"":0.9580526}","0.011272840689002712","0.12669820063497741","0.1975282220743517","0.3075670606355169","103.6214856722912","0.5212360207457065","10.777728805192599","1.362041711807251",0
